game,date,head_coach,opponent,season,season_num,score,opp_score,site,ot,diff,result,streak,post_season,special
270,12/19/1987,Muffet McGraw,Valparaiso,1987-1988,11,93,60,h,n,33,w,4,n,
271,12/21/1987,Muffet McGraw,Indiana,1987-1988,11,59,62,a,n,-3,l,1,n,
272,12/28/1987,Muffet McGraw,Fairfield,1987-1988,11,75,62,n,n,13,w,1,n,Wildcat Tournament
273,12/29/1987,Muffet McGraw,Villanova,1987-1988,11,55,56,a,n,-1,l,1,n,Wildcat Tournament
274,1/4/1988,Muffet McGraw,Virginia,1987-1988,11,59,79,a,n,-20,l,2,n,
275,1/7/1988,Muffet McGraw,Miami (FL),1987-1988,11,83,68,a,n,15,w,1,n,
276,1/14/1988,Muffet McGraw,Northern Illinois,1987-1988,11,89,66,h,n,23,w,2,n,
277,1/16/1988,Muffet McGraw,Syracuse,1987-1988,11,81,64,h,n,17,w,3,n,
278,1/20/1988,Muffet McGraw,DePaul,1987-1988,11,77,80,a,n,-3,l,1,n,
279,1/24/1988,Muffet McGraw,Michigan State,1987-1988,11,57,55,a,n,2,w,1,n,
280,1/26/1988,Muffet McGraw,Marquette,1987-1988,11,88,51,h,n,37,w,2,n,
281,2/3/1988,Muffet McGraw,Tennessee,1987-1988,11,71,91,h,n,-20,l,1,n,
282,2/6/1988,Muffet McGraw,Duke,1987-1988,11,78,66,a,n,12,w,1,n,
283,2/11/1988,Muffet McGraw,Detroit,1987-1988,11,79,51,h,n,28,w,2,n,
284,2/13/1988,Muffet McGraw,Dayton,1987-1988,11,60,58,h,n,2,w,3,n,
285,2/17/1988,Muffet McGraw,Cleveland State,1987-1988,11,87,69,a,n,18,w,4,n,
286,2/20/1988,Muffet McGraw,Marquette,1987-1988,11,79,69,a,n,10,w,5,n,
287,2/25/1988,Muffet McGraw,Valparaiso,1987-1988,11,91,56,a,n,35,w,6,n,
288,2/28/1988,Muffet McGraw,DePaul,1987-1988,11,68,69,h,n,-1,l,1,n,
289,3/2/1988,Muffet McGraw,Illinois-Chicago,1987-1988,11,79,50,a,n,29,w,1,n,
290,3/9/1988,Muffet McGraw,Northern Illinois,1987-1988,11,74,95,a,n,-21,l,1,n,
291,3/12/1988,Muffet McGraw,Dayton,1987-1988,11,77,64,a,n,13,w,1,n,
292,11/29/1988,Muffet McGraw,Northwestern,1988-1989,12,75,63,a,n,12,w,2,n,
293,12/2/1988,Muffet McGraw,Georgetown,1988-1989,12,60,70,n,n,-10,l,1,n,Investors Women's Classic
294,12/3/1988,Muffet McGraw,Arizona,1988-1989,12,85,81,n,y,4,w,1,n,Investors Women's Classic
295,12/7/1988,Muffet McGraw,Marquette,1988-1989,12,70,66,h,n,4,w,2,n,
296,12/19/1988,Muffet McGraw,Toledo,1988-1989,12,77,70,h,n,7,w,3,n,
297,12/29/1988,Muffet McGraw,James Madison,1988-1989,12,49,65,n,n,-16,l,1,n,Saint Joseph's (PA) Invitational
298,12/30/1988,Muffet McGraw,Youngstown State,1988-1989,12,61,50,n,n,11,w,1,n,Saint Joseph's (PA) Invitational
299,1/3/1989,Muffet McGraw,Indiana,1988-1989,12,56,49,h,n,7,w,2,n,
300,1/8/1989,Muffet McGraw,Vanderbilt,1988-1989,12,64,86,a,n,-22,l,1,n,
301,1/10/1989,Muffet McGraw,Old Dominion,1988-1989,12,65,82,h,n,-17,l,2,n,
302,1/12/1989,Muffet McGraw,Evansville,1988-1989,12,75,65,a,n,10,w,1,n,
303,1/14/1989,Muffet McGraw,Saint Louis,1988-1989,12,79,54,a,n,25,w,2,n,
304,1/19/1989,Muffet McGraw,Detroit,1988-1989,12,76,67,h,n,9,w,3,n,
305,1/21/1989,Muffet McGraw,Butler,1988-1989,12,61,40,a,n,21,w,4,n,
306,1/24/1989,Muffet McGraw,DePaul,1988-1989,12,62,83,a,n,-21,l,1,n,
307,1/26/1989,Muffet McGraw,Xavier,1988-1989,12,66,52,h,n,14,w,1,n,
308,1/28/1989,Muffet McGraw,Dayton,1988-1989,12,72,57,h,n,15,w,2,n,
309,2/2/1989,Muffet McGraw,Detroit,1988-1989,12,71,57,a,n,14,w,3,n,
310,2/4/1989,Muffet McGraw,Syracuse,1988-1989,12,56,63,a,n,-7,l,1,n,
311,2/9/1989,Muffet McGraw,Evansville,1988-1989,12,71,55,h,n,16,w,1,n,
312,2/11/1989,Muffet McGraw,Saint Louis,1988-1989,12,78,34,h,n,44,w,2,n,
313,2/18/1989,Muffet McGraw,Loyola,1988-1989,12,77,108,a,n,-31,l,1,n,
314,2/20/1989,Muffet McGraw,Tennessee,1988-1989,12,43,98,a,n,-55,l,2,n,
315,2/23/1989,Muffet McGraw,Dayton,1988-1989,12,55,67,a,n,-12,l,3,n,
316,2/25/1989,Muffet McGraw,Xavier,1988-1989,12,69,56,a,n,13,w,1,n,
317,3/2/1989,Muffet McGraw,Loyola,1988-1989,12,77,57,h,n,20,w,2,n,
318,3/5/1989,Muffet McGraw,Butler,1988-1989,12,88,65,h,n,23,w,3,n,
319,3/10/1989,Muffet McGraw,Evansville,1988-1989,12,75,66,n,n,9,w,4,y,MCC Tournament
320,3/11/1989,Muffet McGraw,Loyola,1988-1989,12,75,53,n,n,22,w,5,y,MCC Tournament
321,3/23/1989,Muffet McGraw,Toledo,1988-1989,12,62,85,n,n,-23,l,1,y,NWIT
322,3/24/1989,Muffet McGraw,DePaul,1988-1989,12,69,77,n,n,-8,l,2,y,NWIT
323,3/25/1989,Muffet McGraw,Richmond,1988-1989,12,51,46,n,n,5,w,1,y,NWIT
324,11/24/1989,Muffet McGraw,Liberty,1989-1990,13,113,35,n,n,78,w,2,n,Rotary Classic
325,11/25/1989,Muffet McGraw,Central Florida,1989-1990,13,81,61,a,n,20,w,3,n,Rotary Classic
326,12/3/1989,Muffet McGraw,Tennessee,1989-1990,13,54,77,h,n,-23,l,1,n,
327,12/6/1989,Muffet McGraw,Indiana,1989-1990,13,75,67,a,n,8,w,1,n,
328,12/9/1989,Muffet McGraw,Marquette,1989-1990,13,87,67,a,n,20,w,2,n,
329,12/13/1989,Muffet McGraw,Michigan State,1989-1990,13,48,64,h,n,-16,l,1,n,
330,12/22/1989,Muffet McGraw,UCLA,1989-1990,13,61,60,h,n,1,w,1,n,
331,12/29/1989,Muffet McGraw,Temple,1989-1990,13,61,70,a,n,-9,l,1,n,
332,1/4/1990,Muffet McGraw,Vanderbilt,1989-1990,13,77,63,h,n,14,w,1,n,
333,1/6/1990,Muffet McGraw,Toledo,1989-1990,13,69,70,a,n,-1,l,1,n,
334,1/9/1990,Muffet McGraw,Butler,1989-1990,13,74,59,h,n,15,w,1,n,
335,1/12/1990,Muffet McGraw,Old Dominion,1989-1990,13,61,62,a,n,-1,l,1,n,
336,1/16/1990,Muffet McGraw,Loyola,1989-1990,13,85,72,h,n,13,w,1,n,
337,1/18/1990,Muffet McGraw,Marquette,1989-1990,13,81,64,h,n,17,w,2,n,
338,1/23/1990,Muffet McGraw,Dayton,1989-1990,13,85,60,a,n,25,w,3,n,
339,1/25/1990,Muffet McGraw,Xavier,1989-1990,13,92,59,a,n,33,w,4,n,
340,1/27/1990,Muffet McGraw,DePaul,1989-1990,13,64,71,h,n,-7,l,1,n,
341,1/29/1990,Muffet McGraw,Evansville,1989-1990,13,79,45,h,n,34,w,1,n,
342,2/1/1990,Muffet McGraw,Saint Louis,1989-1990,13,84,50,h,n,34,w,2,n,
343,2/3/1990,Muffet McGraw,Evansville,1989-1990,13,70,58,a,n,12,w,3,n,
344,2/6/1990,Muffet McGraw,Loyola,1989-1990,13,75,63,a,n,12,w,4,n,
345,2/13/1990,Muffet McGraw,Butler,1989-1990,13,59,46,a,n,13,w,5,n,
346,2/15/1990,Muffet McGraw,Detroit,1989-1990,13,99,58,h,n,41,w,6,n,
347,2/20/1990,Muffet McGraw,Saint Louis,1989-1990,13,78,48,a,n,30,w,7,n,
348,2/26/1990,Muffet McGraw,Xavier,1989-1990,13,85,61,h,n,24,w,8,n,
349,3/1/1990,Muffet McGraw,Dayton,1989-1990,13,76,47,h,n,29,w,9,n,
350,3/1/1990,Muffet McGraw,Butler,1989-1990,13,67,66,n,n,1,w,10,y,MCC Tournament
351,3/6/1990,Muffet McGraw,Detroit,1989-1990,13,86,72,a,n,14,w,11,n,
352,3/9/1990,Muffet McGraw,Dayton,1989-1990,13,67,59,a,n,8,w,12,y,MCC Tournament
353,11/26/1990,Muffet McGraw,Evansville,1990-1991,14,83,65,h,n,18,w,13,n,
354,11/30/1990,Muffet McGraw,UCLA,1990-1991,14,75,89,a,n,-14,l,1,n,
355,12/2/1990,Muffet McGraw,Stanford,1990-1991,14,67,97,a,n,-30,l,2,n,
356,12/6/1990,Muffet McGraw,Indiana,1990-1991,14,76,79,h,n,-3,l,3,n,
357,12/8/1990,Muffet McGraw,Syracuse,1990-1991,14,71,66,h,n,5,w,1,n,
358,12/13/1990,Muffet McGraw,Texas Christian,1990-1991,14,78,67,h,n,11,w,2,n,
359,12/21/1990,Muffet McGraw,Marquette,1990-1991,14,109,56,h,n,53,w,3,n,
360,12/28/1990,Muffet McGraw,Louisiana Tech,1990-1991,14,71,66,n,n,5,w,4,n,Texaco-Hawk Classic
361,12/29/1990,Muffet McGraw,St. Joseph's (PA),1990-1991,14,72,53,a,n,19,w,5,n,Texaco-Hawk Classic
362,1/3/1991,Muffet McGraw,Detroit,1990-1991,14,87,53,h,n,34,w,6,n,
363,1/7/1991,Muffet McGraw,Butler,1990-1991,14,80,64,a,n,16,w,7,n,
364,1/11/1991,Muffet McGraw,DePaul,1990-1991,14,81,66,a,n,15,w,8,n,
365,1/15/1991,Muffet McGraw,Loyola,1990-1991,14,66,55,a,n,11,w,9,n,
366,1/19/1991,Muffet McGraw,Marquette,1990-1991,14,91,73,a,n,18,w,10,n,
367,1/21/1991,Muffet McGraw,Dayton,1990-1991,14,79,49,h,n,30,w,11,n,
368,1/29/1991,Muffet McGraw,Xavier,1990-1991,14,74,50,h,n,24,w,12,n,
369,1/31/1991,Muffet McGraw,Saint Louis,1990-1991,14,97,48,a,n,49,w,13,n,
370,2/2/1991,Muffet McGraw,Evansville,1990-1991,14,73,56,a,n,17,w,14,n,
371,2/5/1991,Muffet McGraw,Loyola,1990-1991,14,81,61,h,n,20,w,15,n,
372,2/9/1991,Muffet McGraw,Tennessee,1990-1991,14,71,88,a,n,-17,l,1,n,
373,2/12/1991,Muffet McGraw,Butler,1990-1991,14,94,62,h,n,32,w,1,n,
374,2/14/1991,Muffet McGraw,Detroit,1990-1991,14,87,62,a,n,25,w,2,n,
375,2/17/1991,Muffet McGraw,Miami (OH),1990-1991,14,65,69,h,n,-4,l,1,n,
376,2/19/1991,Muffet McGraw,Saint Louis,1990-1991,14,87,47,h,n,40,w,1,n,
377,2/23/1991,Muffet McGraw,Old Dominion,1990-1991,14,70,58,h,n,12,w,2,n,
378,2/28/1991,Muffet McGraw,Dayton,1990-1991,14,76,79,a,n,-3,l,1,n,
379,3/2/1991,Muffet McGraw,Xavier,1990-1991,14,69,53,a,n,16,w,1,n,
380,3/8/1991,Muffet McGraw,Dayton,1990-1991,14,81,61,a,n,20,w,2,y,MCC Tournament
381,3/9/1991,Muffet McGraw,Butler,1990-1991,14,62,52,n,n,10,w,3,y,MCC Tournament
382,3/21/1991,Muffet McGraw,Santa Clara,1990-1991,14,65,81,n,n,-16,l,1,y,NWIT
383,3/22/1991,Muffet McGraw,Louisville,1990-1991,14,75,80,n,n,-5,l,2,y,NWIT
384,3/23/1991,Muffet McGraw,Northern Illinois,1990-1991,14,82,84,n,n,-2,l,3,y,NWIT
385,11/22/1991,Muffet McGraw,Penn State,1991-1992,15,70,86,h,n,-16,l,4,n,
386,11/24/1991,Muffet McGraw,Stanford,1991-1992,15,76,88,h,n,-12,l,5,n,
387,11/27/1991,Muffet McGraw,Marquette,1991-1992,15,83,68,h,n,15,w,1,n,
388,12/1/1991,Muffet McGraw,Purdue,1991-1992,15,66,80,a,n,-14,l,1,n,
389,12/8/1991,Muffet McGraw,Georgia,1991-1992,15,86,90,a,y,-4,l,2,n,
390,12/13/1991,Muffet McGraw,Michigan,1991-1992,15,75,86,a,n,-11,l,3,n,
391,12/21/1991,Muffet McGraw,Loyola(MD),1991-1992,15,84,49,h,n,35,w,1,n,
392,12/28/1991,Muffet McGraw,Temple,1991-1992,15,69,80,a,n,-11,l,1,n,
393,12/31/1991,Muffet McGraw,Syracuse,1991-1992,15,81,60,a,n,21,w,1,n,
394,1/5/1992,Muffet McGraw,LaSalle,1991-1992,15,65,86,h,n,-21,l,1,n,
395,1/7/1992,Muffet McGraw,Xavier,1991-1992,15,66,69,h,n,-3,l,2,n,
396,1/9/1992,Muffet McGraw,Dayton,1991-1992,15,76,70,h,y,6,w,1,n,
397,1/12/1992,Muffet McGraw,Tennessee,1991-1992,15,82,85,h,n,-3,l,1,n,
398,1/15/1992,Muffet McGraw,Louisville,1991-1992,15,53,64,h,n,-11,l,2,n,
399,1/23/1992,Muffet McGraw,Butler,1991-1992,15,63,77,a,n,-14,l,3,n,
400,1/29/1992,Muffet McGraw,Detroit,1991-1992,15,86,70,a,n,16,w,1,n,
401,2/1/1992,Muffet McGraw,Loyola,1991-1992,15,78,66,h,n,12,w,2,n,
402,2/6/1992,Muffet McGraw,Xavier,1991-1992,15,86,104,a,n,-18,l,1,n,
403,2/8/1992,Muffet McGraw,Dayton,1991-1992,15,62,63,a,n,-1,l,2,n,
404,2/11/1992,Muffet McGraw,DePaul,1991-1992,15,49,62,h,n,-13,l,3,n,
405,2/13/1992,Muffet McGraw,Evansville,1991-1992,15,78,62,h,n,16,w,1,n,
406,2/20/1992,Muffet McGraw,Detroit,1991-1992,15,66,58,h,n,8,w,2,n,
407,2/22/1992,Muffet McGraw,Butler,1991-1992,15,79,70,h,n,9,w,3,n,
408,2/24/1992,Muffet McGraw,Evansville,1991-1992,15,79,65,a,n,14,w,4,n,
409,2/27/1992,Muffet McGraw,Loyola,1991-1992,15,73,66,a,n,7,w,5,n,
410,3/2/1992,Muffet McGraw,LSU,1991-1992,15,62,72,a,n,-10,l,1,n,
411,3/7/1992,Muffet McGraw,Old Dominion,1991-1992,15,76,85,a,n,-9,l,2,n,
412,3/12/1992,Muffet McGraw,Dayton,1991-1992,15,74,55,n,n,19,w,1,y,MCC Tournament
413,3/13/1992,Muffet McGraw,Detroit,1991-1992,15,85,44,n,n,41,w,2,y,MCC Tournament
414,3/14/1992,Muffet McGraw,Xavier,1991-1992,15,59,54,a,n,5,w,3,y,MCC Tournament
415,3/18/1992,Muffet McGraw,UCLA,1991-1992,15,71,92,a,n,-21,l,1,y,NCAA 1st Round
416,12/1/1992,Muffet McGraw,Marquette,1992-1993,16,62,66,a,n,-4,l,2,n,
417,12/4/1992,Muffet McGraw,Purdue,1992-1993,16,41,74,h,n,-33,l,3,n,
418,12/9/1992,Muffet McGraw,Illinois-Chicago,1992-1993,16,76,71,a,n,5,w,1,n,
419,12/12/1992,Muffet McGraw,Michigan,1992-1993,16,62,54,h,n,8,w,2,n,
420,12/19/1992,Muffet McGraw,Loyola (MD),1992-1993,16,55,48,a,n,7,w,3,n,
421,12/21/1992,Muffet McGraw,Georgia,1992-1993,16,75,81,h,n,-6,l,1,n,
422,12/30/1992,Muffet McGraw,Georgetown,1992-1993,16,78,72,h,y,6,w,1,n,
423,1/2/1993,Muffet McGraw,LaSalle,1992-1993,16,63,69,a,n,-6,l,1,n,
424,1/4/1993,Muffet McGraw,Tennessee,1992-1993,16,48,79,a,n,-31,l,2,n,
425,1/7/1993,Muffet McGraw,Dayton,1992-1993,16,72,60,a,n,12,w,1,n,
426,1/9/1993,Muffet McGraw,Xavier,1992-1993,16,64,56,a,n,8,w,2,n,
427,1/14/1993,Muffet McGraw,Detroit,1992-1993,16,80,55,h,n,25,w,3,n,
428,1/19/1993,Muffet McGraw,Penn State,1992-1993,16,66,87,a,n,-21,l,1,n,
429,1/25/1993,Muffet McGraw,DePaul,1992-1993,16,55,71,a,n,-16,l,2,n,
430,1/28/1993,Muffet McGraw,Evansville,1992-1993,16,69,73,a,n,-4,l,3,n,
431,1/30/1993,Muffet McGraw,Butler,1992-1993,16,70,82,a,n,-12,l,4,n,
432,2/4/1993,Muffet McGraw,LaSalle,1992-1993,16,61,58,h,n,3,w,1,n,
433,2/6/1993,Muffet McGraw,Duquesne,1992-1993,16,95,67,h,n,28,w,2,n,
434,2/11/1993,Muffet McGraw,Xavier,1992-1993,16,68,70,h,n,-2,l,1,n,
435,2/13/1993,Muffet McGraw,Dayton,1992-1993,16,92,80,h,n,12,w,1,n,
436,2/16/1993,Muffet McGraw,Loyola,1992-1993,16,76,50,h,n,26,w,2,n,
437,2/18/1993,Muffet McGraw,Loyola,1992-1993,16,74,60,a,n,14,w,3,n,
438,2/20/1993,Muffet McGraw,Detroit,1992-1993,16,68,55,a,n,13,w,4,n,
439,3/1/1993,Muffet McGraw,Duquesne,1992-1993,16,91,63,a,n,28,w,5,n,
440,3/4/1993,Muffet McGraw,Butler,1992-1993,16,69,80,h,n,-11,l,1,n,
441,3/6/1993,Muffet McGraw,Evansville,1992-1993,16,74,62,h,n,12,w,1,n,
442,3/8/1993,Muffet McGraw,Dayton,1992-1993,16,74,78,h,n,-4,l,1,y,MCC Tournament
443,11/27/1993,Muffet McGraw,Illinois-Chicago,1993-1994,17,93,50,h,n,43,w,1,n,
444,12/1/1993,Muffet McGraw,Marquette,1993-1994,17,90,76,h,n,14,w,2,n,
445,12/4/1993,Muffet McGraw,Wisconsin,1993-1994,17,77,55,n,n,22,w,3,n,Brown PowerBar Tournament
446,12/5/1993,Muffet McGraw,Brown,1993-1994,17,58,54,a,n,4,w,4,n,Brown PowerBar Tournament
447,12/8/1993,Muffet McGraw,Purdue,1993-1994,17,59,66,a,n,-7,l,1,n,
448,12/11/1993,Muffet McGraw,Seton Hall,1993-1994,17,55,62,h,n,-7,l,2,n,
449,12/19/1993,Muffet McGraw,LSU,1993-1994,17,82,80,h,n,2,w,1,n,
450,12/21/1993,Muffet McGraw,Temple,1993-1994,17,83,51,h,n,32,w,2,n,
451,12/30/1993,Muffet McGraw,Georgetown,1993-1994,17,83,62,a,n,21,w,3,n,
452,1/2/1994,Muffet McGraw,Old Dominion,1993-1994,17,67,76,a,n,-9,l,1,n,
453,1/4/1994,Muffet McGraw,Dayton,1993-1994,17,63,55,a,n,8,w,1,n,
454,1/7/1994,Muffet McGraw,Tennessee,1993-1994,17,70,105,h,n,-35,l,1,n,
455,1/11/1994,Muffet McGraw,DePaul,1993-1994,17,77,63,h,n,14,w,1,n,
456,1/15/1994,Muffet McGraw,LaSalle,1993-1994,17,92,73,a,n,19,w,2,n,
457,1/20/1994,Muffet McGraw,Evansville,1993-1994,17,93,48,h,n,45,w,3,n,
458,1/22/1994,Muffet McGraw,Butler,1993-1994,17,62,65,h,n,-3,l,1,n,
459,1/27/1994,Muffet McGraw,Xavier,1993-1994,17,72,58,h,n,14,w,1,n,
460,1/29/1994,Muffet McGraw,Detroit,1993-1994,17,80,67,h,n,13,w,2,n,
461,2/5/1994,Muffet McGraw,Loyola,1993-1994,17,81,67,a,n,14,w,3,n,
462,2/10/1994,Muffet McGraw,Butler,1993-1994,17,82,80,a,n,2,w,4,n,
463,2/12/1994,Muffet McGraw,Evansville,1993-1994,17,89,62,a,n,27,w,5,n,
464,2/17/1994,Muffet McGraw,LaSalle,1993-1994,17,75,85,h,n,-10,l,1,n,
465,2/21/1994,Muffet McGraw,Louisville,1993-1994,17,69,54,a,n,15,w,1,n,
466,2/24/1994,Muffet McGraw,Detroit,1993-1994,17,87,76,a,n,11,w,2,n,
467,2/26/1994,Muffet McGraw,Xavier,1993-1994,17,72,67,a,n,5,w,3,n,
468,3/3/1994,Muffet McGraw,Loyola,1993-1994,17,84,75,h,n,9,w,4,n,
469,3/6/1994,Muffet McGraw,LaSalle,1993-1994,17,79,55,n,n,24,w,5,y,MCC Tournament
470,3/8/1994,Muffet McGraw,Xavier,1993-1994,17,72,63,n,n,9,w,6,y,MCC Tournament
471,3/16/1994,Muffet McGraw,Minnesota,1993-1994,17,76,81,h,n,-5,l,1,y,NCAA 1st Round
472,11/26/1994,Muffet McGraw,Seton Hall,1994-1995,18,60,65,a,y,-5,l,2,n,
473,11/30/1994,Muffet McGraw,Purdue,1994-1995,18,83,87,h,n,-4,l,3,n,
474,12/2/1994,Muffet McGraw,UC Irvine,1994-1995,18,72,71,a,n,1,w,1,n,Newport Beach Marriott Classic
475,12/3/1994,Muffet McGraw,Alabama,1994-1995,18,87,105,n,n,-18,l,1,n,Newport Beach Marriott Classic
476,12/7/1994,Muffet McGraw,Michigan State,1994-1995,18,73,75,h,n,-2,l,2,n,
477,12/27/1994,Muffet McGraw,Colorado,1994-1995,18,70,91,n,n,-21,l,3,n,Seattle Times Husky Classic
478,12/28/1994,Muffet McGraw,Miami (OH),1994-1995,18,76,79,n,n,-3,l,4,n,Seattle Times Husky Classic
479,1/2/1995,Muffet McGraw,Dayton,1994-1995,18,80,63,h,n,17,w,1,n,
480,1/5/1995,Muffet McGraw,Xavier,1994-1995,18,72,63,a,n,9,w,2,n,
481,1/7/1995,Muffet McGraw,Wright State,1994-1995,18,76,41,a,n,35,w,3,n,
482,1/9/1995,Muffet McGraw,Cleveland State,1994-1995,18,90,66,h,n,24,w,4,n,
483,1/14/1995,Muffet McGraw,Detroit,1994-1995,18,67,65,a,n,2,w,5,n,
484,1/16/1995,Muffet McGraw,DePaul,1994-1995,18,87,96,a,n,-9,l,1,n,
485,1/19/1995,Muffet McGraw,Wright State,1994-1995,18,67,48,h,n,19,w,1,n,
486,1/21/1995,Muffet McGraw,LaSalle,1994-1995,18,87,65,h,n,22,w,2,n,
487,1/25/1995,Muffet McGraw,Wisconsin-Green Bay,1994-1995,18,67,56,a,n,11,w,3,n,
488,1/28/1995,Muffet McGraw,Wisconsin-Milwaukee,1994-1995,18,98,50,h,n,48,w,4,n,
489,2/1/1995,Muffet McGraw,Marquette,1994-1995,18,87,66,a,n,21,w,5,n,
490,2/4/1995,Muffet McGraw,Loyola,1994-1995,18,92,76,a,n,16,w,6,n,
491,2/10/1995,Muffet McGraw,Butler,1994-1995,18,68,56,h,n,12,w,7,n,
492,2/12/1995,Muffet McGraw,Illinois-Chicago,1994-1995,18,73,57,h,n,16,w,8,n,
493,2/16/1995,Muffet McGraw,Cleveland State,1994-1995,18,83,79,a,y,4,w,9,n,
494,2/18/1995,Muffet McGraw,LaSalle,1994-1995,18,68,84,a,n,-16,l,1,n,
495,2/23/1995,Muffet McGraw,Northern Illinois,1994-1995,18,58,51,a,n,7,w,1,n,
496,2/25/1995,Muffet McGraw,Detroit,1994-1995,18,83,62,h,n,21,w,2,n,
497,3/1/1995,Muffet McGraw,Xavier,1994-1995,18,86,73,h,n,13,w,3,n,
498,3/9/1995,Muffet McGraw,Xavier,1994-1995,18,83,52,n,n,31,w,4,y,MCC Tournament
499,3/10/1995,Muffet McGraw,Northern Illinois,1994-1995,18,64,87,a,n,-23,l,1,y,MCC Tournament
500,3/23/1995,Muffet McGraw,Pacific,1994-1995,18,88,74,n,n,14,w,1,y,NWIT
501,3/24/1995,Muffet McGraw,Northwestern State,1994-1995,18,93,103,n,n,-10,l,1,y,NWIT
502,3/25/1995,Muffet McGraw,Massachusetts,1994-1995,18,90,72,n,n,18,w,1,y,NWIT
503,11/24/1995,Muffet McGraw,Indiana,1995-1996,19,82,73,a,n,9,w,2,n,
504,11/26/1995,Muffet McGraw,Bowling Green,1995-1996,19,92,67,h,n,25,w,3,n,
505,11/28/1995,Muffet McGraw,Rutgers,1995-1996,19,66,54,h,n,12,w,4,n,
506,12/1/1995,Muffet McGraw,Penn State,1995-1996,19,77,86,n,n,-9,l,1,n,Kona Women's Basketball Classic
507,12/2/1995,Muffet McGraw,Washington,1995-1996,19,80,67,n,n,13,w,1,n,Kona Women's Basketball Classic
508,12/3/1995,Muffet McGraw,Texas A&M,1995-1996,19,84,88,n,y,-4,l,1,n,Kona Women's Basketball Classic
509,12/8/1995,Muffet McGraw,Marquette,1995-1996,19,84,62,h,n,22,w,1,n,
510,12/17/1995,Muffet McGraw,Valparaiso,1995-1996,19,90,44,h,n,46,w,2,n,
511,12/21/1995,Muffet McGraw,Michigan State,1995-1996,19,83,87,a,y,-4,l,1,n,
512,1/2/1996,Muffet McGraw,Seton Hall,1995-1996,19,88,79,a,y,9,w,1,n,
513,1/4/1996,Muffet McGraw,St. John's,1995-1996,19,74,48,a,n,26,w,2,n,
514,1/6/1996,Muffet McGraw,Boston College,1995-1996,19,80,51,h,n,29,w,3,n,
515,1/10/1996,Muffet McGraw,Syracuse,1995-1996,19,91,52,h,n,39,w,4,n,
516,1/14/1996,Muffet McGraw,Providence,1995-1996,19,90,80,a,n,10,w,5,n,
517,1/18/1996,Muffet McGraw,UConn,1995-1996,19,64,87,h,n,-23,l,1,n,
518,1/21/1996,Muffet McGraw,Georgetown,1995-1996,19,92,61,h,n,31,w,1,n,
519,1/24/1996,Muffet McGraw,St. John's,1995-1996,19,66,53,h,n,13,w,2,n,
520,1/27/1996,Muffet McGraw,Miami (FL),1995-1996,19,67,50,a,n,17,w,3,n,
521,2/3/1996,Muffet McGraw,Rutgers,1995-1996,19,62,73,a,n,-11,l,1,n,
522,2/7/1996,Muffet McGraw,Pittsburgh,1995-1996,19,90,51,h,n,39,w,1,n,
523,2/10/1996,Muffet McGraw,Georgetown,1995-1996,19,81,63,a,n,18,w,2,n,
524,2/14/1996,Muffet McGraw,Villanova,1995-1996,19,72,56,h,n,16,w,3,n,
525,2/17/1996,Muffet McGraw,Pittsburgh,1995-1996,19,89,51,a,n,38,w,4,n,
526,2/20/1996,Muffet McGraw,Miami (FL),1995-1996,19,86,70,h,n,16,w,5,n,
527,2/24/1996,Muffet McGraw,UConn,1995-1996,19,79,86,a,n,-7,l,1,n,
528,2/26/1996,Muffet McGraw,West Virginia,1995-1996,19,73,55,a,n,18,w,1,n,
529,3/3/1996,Muffet McGraw,Syracuse,1995-1996,19,70,55,n,n,15,w,2,y,Big East Quarterfinals
530,3/4/1996,Muffet McGraw,Seton Hall,1995-1996,19,69,58,n,n,11,w,3,y,Big East Semifinals
531,3/5/1996,Muffet McGraw,UConn,1995-1996,19,54,71,a,n,-17,l,1,y,Big East Finals
532,3/15/1996,Muffet McGraw,Purdue,1995-1996,19,73,60,n,n,13,w,1,y,NCAA 1st Round
533,3/17/1996,Muffet McGraw,Texas Tech,1995-1996,19,67,82,a,n,-15,l,1,y,NCAA 2nd Round
534,11/15/1996,Muffet McGraw,Kent State,1996-1997,20,66,41,h,n,25,w,1,n,Preseason WNIT
535,11/17/1996,Muffet McGraw,Iowa,1996-1997,20,61,50,a,n,11,w,2,n,Preseason WNIT
536,11/19/1996,Muffet McGraw,Tennessee,1996-1997,20,59,72,n,n,-13,l,1,n,Preseason WNIT
537,11/20/1996,Muffet McGraw,NC State,1996-1997,20,64,53,n,n,11,w,1,n,Preseason WNIT
